Time_Stamp,latitude,longitude,altitude,PACK_Q_SOC_INTERNAL,PACK_Q_SOC_TRIMMED,CELL_V_MIN_VAL,CELL_V_MAX_VAL,CELL_V_AVG,PACK_V_SUM_OF_CELLS,vehicle_speed,Torque_Measured,Torque_Request,MotorTemperature,Odometer,DC_Link_Voltage,DC_Link_Current,Speed_Measured,right_indicator,left_indicator_st,brightness_st,charging_status,Charge_Voltage,Charge_Current,charging_plug_feedback,park_brake_st,R_position_selected,D_position_selected,CELL_T_MIN_ID_CMU,CELL_T_MAX_ID_CMU
2024-06-26 17:12:00,39.747133833333336,30.474838833333333,819.8,64.29,63.120000000000005,3309.2600000000007,3316.7200000000003,3314.74,49.7,0.0,19.97704081632653,21.0,76.04,328.70000000000005,49.6475,19.632653061224488,-5.081632653061225,OFF,ON,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:01,39.7471359402985,30.47483687686568,819.8,64.29,63.120000000000005,3306.05,3313.5200000000004,3311.29,49.690000000000005,1.0757575757575757,30.88,30.939393939393938,76.02,328.70000000000005,49.5375,36.84,111.43,OFF,ON,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:02,39.74713616666666,30.47483726641884,819.8,64.284,63.114,3302.7600000000007,3310.9,3308.38,49.6,2.787878787878788,31.0,31.0,76.0,328.70000000000005,49.46,47.7,262.15,OFF,ON,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:03,39.74713556987258,30.474842406083027,819.8,64.28,63.11,3300.49,3308.11,3305.8,49.6,4.485294117647059,31.0,31.0,76.0,328.70000000000005,49.3875,58.22,407.09,OFF,ON,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:04,39.74713684944238,30.4748525960347,819.8,64.27799999999999,63.108,3296.29,3305.25,3302.41,49.53,6.5,31.0,31.0,76.0,328.70000000000005,49.2575,71.42,578.76,OFF,ON,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:05,39.74714091293532,30.47486691044776,823.5,64.27,63.1,3292.66,3301.4300000000003,3298.6,49.5,8.924242424242424,31.0,31.0,76.04,328.70000000000005,49.1425,87.2,789.23,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:06,39.74714966564165,30.474881362033617,821.8,64.264,63.09400000000001,3289.0600000000004,3297.95,3295.0700000000006,49.400000000000006,11.897058823529411,28.54,28.205882352941178,76.06,328.70000000000005,49.0475,95.44,1042.52,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:07,39.74716720522388,30.474890041044773,821.8,64.26,63.09000000000001,3292.74,3302.59,3299.7,49.48,14.818181818181818,16.35,15.93939393939394,76.08,328.70000000000005,49.2575,61.36,1288.8,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:08,39.74719173853779,30.474893107187107,822.4,64.25,63.08,3292.6400000000003,3301.1,3298.3300000000004,49.470000000000006,16.454545454545453,19.42,19.87878787878788,76.24,328.70000000000005,49.11875,85.08,1432.04,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:09,39.747222016460896,30.47489696790124,819.1,64.244,63.074,3267.9700000000003,3285.1400000000003,3280.6400000000003,49.21,19.36764705882353,32.35,32.35294117647059,76.32,328.70000000000005,48.61,161.38,1686.56,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:10,39.74726006877324,30.474897633209416,822.1,64.23,63.06,3267.45,3281.11,3276.85,49.16,22.78787878787879,29.04,28.87878787878788,76.38,328.70000000000005,48.56,161.72,1975.13,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:11,39.74730327985074,30.474895409203977,819.3,64.218,63.048,3263.17,3282.25,3277.2700000000004,49.17,25.75757575757576,24.36,24.09090909090909,76.58,328.70000000000005,48.62,148.7,2225.78,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:12,39.74735401515151,30.474893803030305,821.0,64.21000000000001,63.04,3287.7200000000003,3298.41,3295.41,49.43,27.147058823529413,7.220625,6.882352941176471,76.64,328.70000000000005,49.27,44.46,2348.32,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:13,39.74740936111111,30.474894574626862,820.2,64.21000000000001,63.04,3297.03,3304.9,3302.49,49.53,27.484848484848484,4.08,4.0,76.76,328.70000000000005,49.4175,26.96,2363.87,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:14,39.74746922408096,30.47489390871541,820.1,64.201,63.031000000000006,3301.29,3309.2300000000005,3306.81,49.620000000000005,27.27272727272728,-0.48,-0.9090909090909092,76.88,328.70000000000005,49.61625,1.52,2348.69,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:12:15,39.74753009382715,30.474887018518515,818.9,64.208,63.038,3316.1100000000006,3328.04,3322.74,49.84,25.573529411764707,-8.370625,-7.4411764705882355,76.88,328.70000000000005,49.9125,-36.38,2210.99,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
