Time_Stamp,latitude,longitude,altitude,cabin_temperature,outdoor_temperature,slope,estimated_charging_time,PACK_Q_SOC_INTERNAL,PACK_Q_SOC_TRIMMED,CELL_V_MIN_VAL,CELL_V_MAX_VAL,CELL_V_AVG,PACK_V_SUM_OF_CELLS,vehicle_speed,Torque_Measured,Torque_Request,MotorTemperature,Odometer,DC_Link_Voltage,DC_Link_Current,Speed_Measured,right_indicator,left_indicator_st,brightness_st,charging_status,Charge_Voltage,Charge_Current,charging_plug_feedback,park_brake_st,R_position_selected,D_position_selected,CELL_T_MIN_ID_CMU,CELL_T_MAX_ID_CMU
2024-12-12 11:24:58,39.74749533333333,30.474909,822.6,15.42,8.83,-2,17 saat 18 dakika,38.05,36.1,3257.6000000000004,3263.8,3261.5,48.900000000000006,19.5,-1.0,-1.0,24,857.7,48.875,1,1682,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:24:59,39.7474955,30.474908166666665,822.5,14.69,8.83,-2,17 saat 18 dakika,38.05,36.1,3257.6000000000004,3263.9,3261.5,48.900000000000006,19.5,-1.0,-1.0,24,857.7,48.875,1,1682,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:00,39.747495,30.474906333333333,822.6,14.69,8.83,-2,17 saat 18 dakika,38.05,36.1,3257.7000000000003,3263.9,3261.6000000000004,48.900000000000006,19.5,-1.0,-1.0,24,857.7,48.875,1,1682,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:01,39.74749366666666,30.4749015,823.0,14.8,8.83,-2,17 saat 18 dakika,38.05,36.1,3257.8,3264.1000000000004,3261.7000000000003,48.900000000000006,19.5,-1.0,-1.0,24,857.7,48.875,1,1682,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:02,39.7474925,30.474898,823.3,14.8,8.83,-2,17 saat 45 dakika,38.05,36.1,3257.8,3264.0,3261.7000000000003,48.900000000000006,19.5,-1.0,-1.0,24,857.7,48.875,1,1682,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:03,39.747491333333336,30.47489483333333,823.5,15.34,8.83,-2,17 saat 27 dakika,38.05,36.1,3257.8,3264.1000000000004,3261.8,48.900000000000006,19.5,-1.0,-1.0,24,857.7,48.875,1,1682,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:04,39.7474905,30.4748915,823.8,15.34,8.83,-2,17 saat 18 dakika,38.05,36.1,3258.1000000000004,3264.4,3262.0,48.900000000000006,19.5,4.0,4.0,24,857.7,48.875,3,9,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:05,39.7474895,30.47488833333333,824.0,15.57,8.83,2,False,38.05,36.1,3246.1000000000004,3252.6000000000004,3250.1000000000004,48.8,2.5,24.0,24.0,24,857.7,48.625,34,242,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:06,39.747491833333335,30.4748845,824.5,15.57,8.83,6,False,38.05,36.1,3234.3,3240.6000000000004,3238.2000000000003,48.6,7.0,27.0,27.0,24,857.7,48.3125,65,608,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:07,39.74750233333334,30.47488133333333,824.8,15.5,8.83,9,False,38.04,36.09,3210.9,3220.5,3217.9,48.3,11.0,28.0,28.0,24,857.7,48.0,93,982,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:08,39.747522333333336,30.4748765,824.8,15.5,8.83,11,False,38.03,36.08,3191.4,3205.2000000000003,3202.6000000000004,48.0,15.5,25.0,25.0,24,857.7,47.9375,108,1349,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:09,39.747552166666665,30.4748695,824.8,14.8,8.83,9,False,38.03,36.08,3201.3,3216.8,3213.5,48.2,18.5,18.0,18.0,23,857.7,48.0,84,1598,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:10,39.74758916666666,30.474862166666668,824.8,14.8,8.83,7,False,38.02,36.07,3198.6000000000004,3208.9,3205.5,48.1,21.0,17.0,17.0,24,857.7,47.75,91,1839,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:11,39.7476325,30.4748565,824.6,15.67,8.83,7,False,38.01,36.06,3221.6000000000004,3228.9,3225.9,48.400000000000006,23.0,-15.0,-15.0,24,857.7,48.625,6,1992,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:12,39.74768183333333,30.474853666666668,824.2,15.67,8.83,2,False,38.01,36.06,3244.7000000000003,3250.9,3248.5,48.7,22.5,4.0,5.0,24,857.7,48.5625,23,1968,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:13,39.74773133333333,30.474850166666663,824.1,15.48,8.83,0,False,38.01,36.06,3232.2000000000003,3238.2000000000003,3235.6000000000004,48.5,23.5,6.0,6.0,24,857.7,48.4375,35,2056,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:14,39.74778166666667,30.474851333333334,824.1,15.48,8.83,2,False,38.01,36.06,3231.1000000000004,3236.9,3234.7000000000003,48.5,24.5,6.0,6.0,24,857.7,48.375,36,2120,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:15,39.74783516666667,30.474855666666667,823.8,15.57,8.83,2,False,38.0,36.05,3229.3,3235.9,3233.6000000000004,48.5,25.5,6.0,6.0,24,857.7,48.375,37,2207,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:16,39.7478915,30.4748585,823.3,15.57,8.83,0,False,38.0,36.05,3231.9,3238.4,3235.8,48.5,26.5,5.0,5.0,24,857.7,48.375,33,2305,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:17,39.74794816666667,30.474859666666667,823.7,15.4,8.83,2,False,38.0,36.05,3231.6000000000004,3237.9,3235.6000000000004,48.5,27.5,5.0,5.0,24,857.7,48.4375,33,2393,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:18,39.74800866666666,30.474862833333333,823.2,15.4,8.83,-2,2 saat 17 dakika,38.0,36.05,3284.8,3294.7000000000003,3291.1000000000004,49.400000000000006,26.5,-15.0,-15.0,24,857.8000000000001,49.625,-70,2264,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:19,39.74806933333333,30.474864333333333,822.6,15.5,8.83,-2,42 saat 32 dakika,38.0,36.05,3256.6000000000004,3263.6000000000004,3261.0,48.900000000000006,25.0,3.0,3.0,24,857.8000000000001,48.6875,20,2144,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:20,39.748123666666665,30.474869,823.1,15.5,8.83,0,False,38.0,36.05,3240.4,3247.0,3244.7000000000003,48.7,25.5,4.0,4.0,24,857.8000000000001,48.5625,24,2193,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:21,39.748178333333335,30.474871,823.1,15.5,8.83,0,8 saat 5 dakika,38.0,36.05,3247.1000000000004,3253.7000000000003,3251.2000000000003,48.8,25.5,-7.0,-9.0,24,857.8000000000001,49.0625,-31,2221,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:22,39.7482345,30.474869666666667,823.0,15.5,8.83,-4,2 saat 55 dakika,38.0,36.05,3285.9,3294.1000000000004,3290.0,49.400000000000006,23.0,-12.0,-12.0,24,857.8000000000001,49.375,-47,1980,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:23,39.74828983333333,30.47486766666667,822.3,15.59,8.83,-4,False,38.01,36.06,3258.6000000000004,3264.8,3262.5,48.900000000000006,21.5,5.0,5.0,24,857.8000000000001,48.625,28,1882,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:24,39.748337,30.474867,822.5,15.59,8.83,-2,False,38.0,36.05,3236.1000000000004,3241.9,3239.8,48.6,23.0,7.0,7.0,24,857.8000000000001,48.4375,40,2002,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:25,39.74838483333333,30.474868333333333,822.9,14.67,8.83,-2,False,38.0,36.05,3234.5,3241.6000000000004,3239.3,48.6,24.5,6.0,6.0,24,857.8000000000001,48.5,35,2106,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:26,39.74843466666667,30.474866,823.2,14.67,8.83,0,False,38.0,36.05,3232.9,3241.0,3238.1000000000004,48.6,25.5,6.0,6.0,24,857.8000000000001,48.4375,37,2205,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:27,39.7484895,30.474861166666667,823.0,15.41,8.83,0,False,37.99,36.03,3232.8,3239.9,3237.0,48.6,26.5,6.0,6.0,24,857.8000000000001,48.4375,39,2287,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:28,39.748548666666665,30.4748625,822.3,15.41,8.83,-4,False,37.99,36.03,3237.8,3244.5,3241.9,48.6,27.0,4.0,4.0,24,857.8000000000001,48.5,26,2352,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-12 11:25:29,39.74860833333334,30.4748605,822.1,14.7,8.83,-4,2 saat 23 dakika,37.99,36.03,3279.0,3289.0,3285.2000000000003,49.3,26.0,-15.0,-15.0,24,857.8000000000001,49.5,-70,2268,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
