Time_Stamp,latitude,longitude,altitude,PACK_Q_SOC_INTERNAL,PACK_Q_SOC_TRIMMED,CELL_V_MIN_VAL,CELL_V_MAX_VAL,CELL_V_AVG,PACK_V_SUM_OF_CELLS,vehicle_speed,Torque_Measured,Torque_Request,MotorTemperature,Odometer,DC_Link_Voltage,DC_Link_Current,Speed_Measured,right_indicator,left_indicator_st,brightness_st,charging_status,Charge_Voltage,Charge_Current,charging_plug_feedback,park_brake_st,R_position_selected,D_position_selected,CELL_T_MIN_ID_CMU,CELL_T_MAX_ID_CMU
2024-06-26 16:59:01,39.747124166666666,30.4748985,821.4,66.39,65.29,3296.6200000000003,3304.8,3302.0600000000004,49.52,2.5294117647058822,45.48,45.64705882352941,75.0,326.40000000000003,49.255,74.08,237.38,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:02,39.74711973461379,30.474897583023544,821.4,66.386,65.286,3285.85,3297.9700000000003,3294.65,49.42,3.5303030303030303,57.03,57.30303030303031,75.0,326.40000000000003,48.96,115.58,331.51,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:03,39.747111077777774,30.47489918168724,819.7,66.376,65.276,3277.13,3287.4300000000003,3283.95,49.260000000000005,6.338235294117647,61.0,61.0,75.0,326.40000000000003,48.6025,158.92,570.02,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:04,39.74710618463445,30.47490609417596,819.7,66.363,65.263,3258.3900000000003,3277.35,3272.5800000000004,49.09,9.848484848484848,61.0,61.0,75.0,326.40000000000003,48.225,202.24,868.88,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:05,39.74710644527363,30.474924412935323,819.7,66.346,65.24600000000001,3243.3100000000004,3267.8100000000004,3261.51,48.93,13.833333333333334,61.0,61.0,75.04,326.40000000000003,47.82,253.48,1214.7,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:06,39.74711362033621,30.474960389708897,819.9,66.325,65.21600000000001,3220.24,3253.67,3244.2500000000005,48.66,18.279411764705884,60.885,61.0,75.22,326.40000000000003,47.47625,309.12,1596.18,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:07,39.74711908923396,30.47500786376812,822.1,66.3,65.19,3211.7300000000005,3248.8900000000003,3240.12,48.59,22.75757575757576,52.19375,58.54545454545455,75.66,326.40000000000003,47.49,307.48,1974.94,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:08,39.74712254419661,30.47506722325485,822.3,66.27799999999999,65.168,3238.0800000000004,3258.8900000000003,3252.02,48.790000000000006,25.666666666666668,33.494375,33.63636363636363,75.68,326.40000000000003,47.97625,217.86,2223.4,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:09,39.74712987530864,30.47513802098765,822.3,66.264,65.154,3257.19,3272.03,3267.29,49.010000000000005,26.808823529411764,25.0,25.0,75.96,326.40000000000003,48.365,156.76,2314.19,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:10,39.74713484283354,30.47521611049153,822.6,66.252,65.14200000000001,3257.0600000000004,3273.3900000000003,3268.8,49.04,27.28787878787879,24.69,24.666666666666668,76.0,326.40000000000003,48.3675,159.2,2361.8,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:11,39.74713934803313,30.475297848654243,822.7,66.238,65.128,3252.28,3272.21,3266.52,49.0,27.924242424242426,24.0,24.0,76.1,326.40000000000003,48.38375,159.26,2413.49,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:12,39.74713936326364,30.475378910619103,823.0,66.226,65.11600000000001,3251.99,3271.27,3265.69,48.99,28.47058823529412,23.37,23.352941176470587,76.18,326.40000000000003,48.385,159.96,2464.9,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:13,39.74714133830845,30.47546468159204,823.3,66.21400000000001,65.104,3253.3300000000004,3269.9300000000003,3264.45,48.970000000000006,28.984848484848484,24.23,24.27272727272728,76.4,326.40000000000003,48.3025,172.12,2502.83,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:14,39.74714225795126,30.47554527922346,823.5,66.199,65.089,3249.78,3268.53,3263.37,48.95,29.484848484848484,22.73,22.666666666666668,76.44,326.40000000000003,48.335,168.04,2544.82,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:15,39.74713989711935,30.475628950617285,823.8,66.186,65.076,3257.09,3271.5800000000004,3266.8100000000004,49.0,29.544117647058822,21.0,21.0,76.52,326.4235294117648,48.3975,149.86,2559.29,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:16,39.7471355119637,30.47571402887789,824.2,66.174,65.06400000000001,3252.75,3271.8100000000004,3266.5600000000004,49.0,29.74242424242424,20.59,20.51515151515152,76.56,326.5,48.4175,148.1,2567.43,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:17,39.74713120522388,30.475799119402986,824.2,66.163,65.053,3267.5800000000004,3279.79,3276.01,49.13,29.53030303030303,13.95,13.848484848484848,76.72,326.5,48.7425,96.4,2548.1,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:18,39.74712655699057,30.47588484870849,824.4,66.15799999999999,65.048,3272.0600000000004,3283.2,3279.61,49.2,28.72058823529412,13.29,13.323529411764708,76.64,326.5,48.825,89.88,2477.85,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:19,39.74712366915424,30.47597004726368,824.9,66.15,65.04,3268.99,3281.5,3277.5700000000006,49.18,28.03030303030303,15.81,15.909090909090908,76.76,326.5,48.72,105.9,2421.14,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:20,39.74712198409748,30.47604809665427,825.0,66.14,65.03,3264.04,3278.7700000000004,3274.46,49.1,27.96969696969697,17.97,18.0,76.8,326.5,48.63625,118.36,2403.08,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:21,39.74712091481481,30.47612973333333,825.2,66.13,65.02,3263.85,3278.0,3274.03,49.1,28.0,18.0,18.0,76.7,326.5,48.6225,119.08,2417.97,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:22,39.74711947459727,30.476211063816603,825.1,66.12100000000001,65.011,3264.29,3278.3,3273.76,49.1,28.46969696969697,18.0,18.0,76.8,326.5,48.6425,121.18,2463.95,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:23,39.74712007545605,30.476289928689884,825.4,66.111,65.001,3264.1600000000003,3277.59,3273.59,49.1,28.57575757575757,18.0,18.0,76.84,326.5,48.56875,121.6,2473.98,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:24,39.747120757892574,30.476371830873305,825.8,66.102,64.99199999999999,3264.02,3277.36,3273.0,49.1,28.926470588235293,18.0,18.0,76.92,326.5,48.59625,122.34,2494.6,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:25,39.7471220358178,30.47645587101449,826.0,66.09200000000001,64.982,3265.07,3276.86,3272.94,49.1,29.0,18.0,18.0,76.8,326.5,48.61125,122.68,2506.61,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:26,39.74712231743081,30.47653425609252,826.0,66.082,64.97200000000001,3265.59,3278.26,3274.26,49.1,29.0,16.5,16.454545454545453,76.86,326.5,48.6675,112.94,2508.64,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:27,39.74712064485597,30.47661810864197,826.0,66.07300000000001,64.96300000000001,3266.2200000000003,3278.53,3274.8300000000004,49.1,29.0,16.57,16.58823529411765,76.88,326.5,48.64625,114.24,2511.42,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 16:59:28,39.74711956567534,30.47670081412639,826.1,66.06400000000001,64.95400000000001,3265.9700000000003,3277.6200000000003,3273.8100000000004,49.1,29.166666666666668,17.0,17.0,76.88,326.5,48.6525,117.68,2523.96,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
