Time_Stamp,latitude,longitude,altitude,PACK_Q_SOC_INTERNAL,PACK_Q_SOC_TRIMMED,CELL_V_MIN_VAL,CELL_V_MAX_VAL,CELL_V_AVG,PACK_V_SUM_OF_CELLS,vehicle_speed,Torque_Measured,Torque_Request,MotorTemperature,Odometer,DC_Link_Voltage,DC_Link_Current,Speed_Measured,right_indicator,left_indicator_st,brightness_st,charging_status,Charge_Voltage,Charge_Current,charging_plug_feedback,park_brake_st,R_position_selected,D_position_selected,CELL_T_MIN_ID_CMU,CELL_T_MAX_ID_CMU
2024-06-26 17:28:33,39.747155,30.474872166666668,821.8,61.29,60.03,3312.34,3319.6400000000003,3317.6200000000003,49.8,0.0,-0.673469387755102,-0.625,84.7,332.6,49.75,0.6938775510204082,1.4285714285714286,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:34,39.74715688882039,30.47487608960132,821.8,61.29,60.03,3311.06,3318.6,3316.5,49.75000000000001,0.1617647058823529,12.56,13.470588235294118,84.68,332.6,49.6875,14.17,29.41,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:35,39.747153246798845,30.47487922965717,821.8,61.282,60.022000000000006,3307.9200000000005,3315.3900000000003,3313.15,49.7,1.7575757575757576,24.26,24.09090909090909,84.52,332.6,49.593125,30.35,174.06,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:36,39.74715042205638,30.474882815505804,821.8,61.28,60.02,3306.25,3314.0800000000004,3311.55,49.7,3.484848484848485,22.0,22.0,84.47,332.6,49.530625,34.48,321.46,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:37,39.7471547804428,30.47488688745387,821.8,61.28,60.02,3304.4200000000005,3312.26,3309.8900000000003,49.65,4.852941176470588,22.52,22.558823529411764,84.65,332.6,49.4825,41.73,439.22,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:38,39.74715834742951,30.47489260800166,821.8,61.276,60.016,3303.03,3310.56,3308.0,49.6,5.9393939393939394,23.06,23.09090909090909,84.63,332.6,49.441875,47.54,533.19,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:39,39.74715881722428,30.47490581350681,821.9,61.27,60.010000000000005,3298.6200000000003,3307.0,3304.2100000000005,49.55,7.045454545454546,29.42,29.69696969696969,84.7,332.6,49.27625,70.61,627.44,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:40,39.74716661193416,30.474906119547324,819.8,61.266,60.00599999999999,3292.78,3301.4200000000005,3298.4700000000003,49.48,8.955882352941176,33.58,33.61764705882353,84.76,332.6,49.096875,93.46,789.58,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:41,39.74716884944238,30.474919194547702,819.8,61.260000000000005,60.0,3286.3700000000003,3297.59,3294.1400000000003,49.400000000000006,10.848484848484848,33.22,33.15151515151515,84.72,332.6,49.003125,104.97,951.62,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:42,39.74717005493366,30.47494809494196,819.8,61.25,59.99,3286.75,3295.9800000000005,3292.91,49.400000000000006,12.363636363636363,30.64,30.57575757575757,84.76,332.6,48.96875,104.54,1080.4,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:43,39.74717031531532,30.474982364864868,820.8,61.242,59.982000000000006,3281.36,3295.15,3291.3900000000003,49.38000000000001,13.632352941176473,30.0,30.0,84.7,332.6,48.928125,109.32,1191.91,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:44,39.74717003366583,30.47502197693267,822.1,61.233,59.973,3280.2700000000004,3292.01,3288.53,49.31,15.181818181818182,30.0,30.0,84.8,332.6,48.859375,118.2,1320.1,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:45,39.747168818481846,30.475063217821784,822.3,61.224,59.964,3282.85,3291.6400000000003,3288.4600000000005,49.32000000000001,16.242424242424242,25.84158415841584,25.63636363636364,84.83,332.6,48.9075,107.1980198019802,1416.5247524752476,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:46,39.74716807242798,30.47510736831276,822.3,61.219,59.959,3285.34,3296.2200000000003,3292.78,49.400000000000006,16.955882352941178,19.8,19.705882352941178,84.9,332.6,49.058125,83.56,1465.71,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:47,39.74716666171004,30.475155289343245,822.6,61.21,59.95,3288.25,3296.9,3293.95,49.400000000000006,17.0,17.61,17.575757575757574,84.93,332.6,49.111875,75.76,1479.6,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:48,39.7471665,30.475203691542287,822.6,61.205000000000005,59.94500000000001,3289.2200000000003,3298.6800000000003,3295.51,49.400000000000006,17.0,16.05,16.03030303030303,85.0,332.6,49.136875,68.76,1472.32,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:49,39.74716739421894,30.475252369618698,822.6,61.2,59.94,3289.7300000000005,3298.49,3295.54,49.400000000000006,16.86764705882353,16.0,16.0,84.98,332.6,49.139375,68.46,1456.86,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:50,39.74716960116086,30.47530567661692,822.7,61.193,59.93300000000001,3291.5200000000004,3299.9,3296.9,49.470000000000006,16.53030303030303,14.36,14.242424242424242,85.0,332.6363636363637,49.196875,59.86,1443.05,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
2024-06-26 17:28:51,39.74716776311442,30.475356840561748,822.8,61.19,59.92999999999999,3293.34,3301.94,3298.95,49.5,16.136363636363637,11.75,11.727272727272728,84.98,332.70000000000005,49.275625,48.22,1405.14,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0.0,0.0
