Time_Stamp,latitude,longitude,altitude,cabin_temperature,outdoor_temperature,slope,estimated_charging_time,PACK_Q_SOC_INTERNAL,PACK_Q_SOC_TRIMMED,CELL_V_MIN_VAL,CELL_V_MAX_VAL,CELL_V_AVG,PACK_V_SUM_OF_CELLS,vehicle_speed,Torque_Measured,Torque_Request,MotorTemperature,Odometer,DC_Link_Voltage,DC_Link_Current,Speed_Measured,right_indicator,left_indicator_st,brightness_st,charging_status,Charge_Voltage,Charge_Current,charging_plug_feedback,park_brake_st,R_position_selected,D_position_selected,CELL_T_MIN_ID_CMU,CELL_T_MAX_ID_CMU
2024-12-17 13:33:33,39.74751866666666,30.474905,819.4,23.59,3.52,0,14 saat 3 dakika,46.7,45.01,3277.8,3284.3,3282.6000000000004,49.2,16.0,-12.0,-12.0,50,905.1,49.1875,-31,1392,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 13:33:34,39.747521166666665,30.4749055,819.6,23.59,3.52,0,14 saat 3 dakika,46.7,45.01,3277.8,3284.4,3282.7000000000003,49.2,16.0,-12.0,-12.0,50,905.1,49.1875,-31,1392,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 13:33:35,39.74752266666667,30.47490433333333,819.8,23.49,3.52,0,14 saat 3 dakika,46.7,45.01,3278.0,3284.4,3282.8,49.2,16.0,-12.0,-12.0,50,905.1,49.1875,-31,1392,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 13:33:36,39.7475235,30.474903166666667,819.9,23.49,3.52,0,14 saat 17 dakika,46.7,45.01,3278.2000000000003,3284.4,3282.9,49.2,16.0,-12.0,-12.0,51,905.1,49.1875,-31,1392,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 13:33:37,39.74752466666666,30.474902666666665,820.0,23.99,3.52,0,14 saat 17 dakika,46.7,45.01,3278.1000000000004,3284.4,3282.8,49.2,16.0,-12.0,-12.0,50,905.1,49.1875,-31,1392,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 13:33:38,39.74752516666667,30.4749015,820.2,23.99,3.52,0,14 saat 31 dakika,46.7,45.01,3278.0,3284.5,3282.8,49.2,16.0,2.0,3.0,50,905.1,49.1875,2,30,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 13:33:39,39.74752566666667,30.474900833333333,820.3,23.99,3.52,2,False,46.7,45.01,3268.6000000000004,3274.8,3273.1000000000004,49.1,2.0,21.0,21.0,50,905.1,49.0,25,179,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 13:33:40,39.747528,30.474901,820.3,23.99,3.52,2,False,46.7,45.01,3269.0,3275.5,3273.8,49.1,3.5,15.0,15.0,50,905.1,49.0,22,302,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 13:33:41,39.7475335,30.474900833333333,820.2,24.48,3.52,4,False,46.7,45.01,3262.0,3268.8,3267.2000000000003,49.0,5.0,18.0,18.0,50,905.1,48.875,34,456,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 13:33:42,39.74754183333334,30.474900833333333,820.1,24.48,3.52,4,False,46.7,45.01,3257.4,3263.9,3262.4,48.900000000000006,7.0,18.0,18.0,50,905.1,48.8125,41,616,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
