Time_Stamp,latitude,longitude,altitude,cabin_temperature,outdoor_temperature,slope,estimated_charging_time,PACK_Q_SOC_INTERNAL,PACK_Q_SOC_TRIMMED,CELL_V_MIN_VAL,CELL_V_MAX_VAL,CELL_V_AVG,PACK_V_SUM_OF_CELLS,vehicle_speed,Torque_Measured,Torque_Request,MotorTemperature,Odometer,DC_Link_Voltage,DC_Link_Current,Speed_Measured,right_indicator,left_indicator_st,brightness_st,charging_status,Charge_Voltage,Charge_Current,charging_plug_feedback,park_brake_st,R_position_selected,D_position_selected,CELL_T_MIN_ID_CMU,CELL_T_MAX_ID_CMU
2024-12-16 16:04:50,39.747125833333335,30.475235833333333,819.0,13.25,5.43,4,8 saat 3 dakika,70.04,69.05,3297.2000000000003,3306.6000000000004,3303.4,49.6,12.5,16.0,16.0,18,873.3000000000001,49.5,52,1075,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-16 16:04:51,39.74712616666667,30.475235833333333,819.1,13.25,5.43,4,7 saat 47 dakika,70.04,69.05,3297.4,3307.0,3303.7000000000003,49.6,12.5,16.0,16.0,18,873.3000000000001,49.5,52,1075,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-16 16:04:52,39.7471265,30.475235833333333,819.0,12.35,5.43,4,7 saat 51 dakika,70.04,69.05,3297.6000000000004,3307.1000000000004,3303.9,49.6,12.5,16.0,16.0,19,873.3000000000001,49.5,52,1075,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:04:53,39.747127,30.475235833333333,819.0,12.35,5.43,4,7 saat 55 dakika,70.04,69.05,3297.8,3307.2000000000003,3304.0,49.6,12.5,16.0,16.0,19,873.3000000000001,49.5,52,1075,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:04:54,39.7471275,30.475235833333333,819.0,13.17,5.43,4,10 saat 51 dakika,70.04,69.05,3296.9,3306.1000000000004,3303.0,49.5,12.5,13.0,14.0,19,873.3000000000001,49.4375,13,-4,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:04:55,39.74712766666666,30.47523533333333,818.9,13.17,5.43,6,False,70.04,69.05,3291.7000000000003,3301.8,3298.1000000000004,49.5,1.5,25.0,25.0,18,873.3000000000001,49.3125,32,152,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:04:56,39.74712783333333,30.475238166666667,818.9,13.28,5.43,7,False,70.03,69.04,3282.1000000000004,3293.7000000000003,3289.1000000000004,49.3,4.5,28.0,28.0,18,873.3000000000001,49.1875,52,411,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:04:57,39.74712816666667,30.475248,818.8,13.28,5.43,9,False,70.03,69.04,3273.4,3286.2000000000003,3281.2000000000003,49.2,7.5,28.0,28.0,18,873.3000000000001,49.0,69,672,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:04:58,39.747130166666665,30.475265666666665,818.8,13.25,5.43,11,False,70.02,69.03,3268.4,3280.4,3275.5,49.1,10.5,26.0,26.0,18,873.3000000000001,48.875,79,925,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:04:59,39.747134333333335,30.475292166666662,818.8,13.25,5.43,9,False,70.02,69.03,3275.0,3287.5,3282.2000000000003,49.2,12.5,15.0,15.0,19,873.3000000000001,49.0625,50,1084,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:05:00,39.74713966666667,30.475325166666668,818.7,13.42,5.43,7,False,70.01,69.02,3276.9,3288.4,3283.4,49.3,13.0,14.0,14.0,18,873.3000000000001,49.125,50,1158,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:05:01,39.7471455,30.4753615,818.6,13.42,5.43,6,False,70.01,69.02,3274.9,3287.1000000000004,3282.4,49.2,14.0,14.0,14.0,18,873.3000000000001,49.0625,52,1221,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:05:02,39.7471505,30.4753995,818.6,13.32,5.43,6,False,70.01,69.02,3275.3,3286.2000000000003,3282.2000000000003,49.2,14.5,13.0,13.0,19,873.3000000000001,49.0625,49,1278,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:05:03,39.747153,30.475440166666665,818.7,13.32,5.43,6,False,70.0,69.01,3275.1000000000004,3286.7000000000003,3281.9,49.2,15.0,13.0,13.0,19,873.4000000000001,49.125,50,1309,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-16 16:05:04,39.7471525,30.47548283333333,818.9,12.32,5.43,4,False,70.0,69.01,3273.9,3285.8,3280.7000000000003,49.2,15.5,13.0,13.0,19,873.4000000000001,49.125,51,1327,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
