Time_Stamp,latitude,longitude,altitude,cabin_temperature,outdoor_temperature,slope,estimated_charging_time,PACK_Q_SOC_INTERNAL,PACK_Q_SOC_TRIMMED,CELL_V_MIN_VAL,CELL_V_MAX_VAL,CELL_V_AVG,PACK_V_SUM_OF_CELLS,vehicle_speed,Torque_Measured,Torque_Request,MotorTemperature,Odometer,DC_Link_Voltage,DC_Link_Current,Speed_Measured,right_indicator,left_indicator_st,brightness_st,charging_status,Charge_Voltage,Charge_Current,charging_plug_feedback,park_brake_st,R_position_selected,D_position_selected,CELL_T_MIN_ID_CMU,CELL_T_MAX_ID_CMU
2024-12-17 11:04:03,39.7471015,30.475229666666667,820.6,13.4,1.68,4,11 saat 17 dakika,57.93,56.57,3268.3,3275.9,3273.4,49.1,13.0,9.0,9.0,28,890.4000000000001,49.0625,32,1143,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 11:04:04,39.747101666666666,30.47523,820.7,13.4,1.68,4,11 saat 17 dakika,57.93,56.57,3268.8,3276.3,3273.8,49.1,13.0,9.0,9.0,28,890.4000000000001,49.125,32,1143,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 11:04:05,39.74710183333333,30.475230166666663,820.8,13.4,1.68,4,11 saat 11 dakika,57.93,56.57,3269.3,3276.9,3274.3,49.1,13.0,9.0,9.0,28,890.4000000000001,49.125,32,1143,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 11:04:06,39.74710216666666,30.4752305,820.8,13.4,1.68,4,11 saat 11 dakika,57.93,56.57,3269.7000000000003,3277.2000000000003,3274.7000000000003,49.1,13.0,9.0,9.0,28,890.4000000000001,49.125,32,1143,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 11:04:07,39.74710266666666,30.475231,820.8,13.51,1.68,4,11 saat 1 dakika,57.93,56.57,3270.0,3277.5,3275.1000000000004,49.1,13.0,9.0,9.0,28,890.4000000000001,49.125,32,1143,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 11:04:08,39.747103,30.475231333333333,820.9,13.51,1.68,4,11 saat 11 dakika,57.93,56.57,3270.2000000000003,3277.8,3275.2000000000003,49.1,13.0,9.0,9.0,28,890.4000000000001,49.125,32,1143,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 11:04:09,39.747103,30.47523183333333,820.8,13.35,1.68,6,11 saat 11 dakika,57.93,56.57,3270.6000000000004,3278.1000000000004,3275.6000000000004,49.1,13.0,9.0,9.0,28,890.4000000000001,49.125,32,1143,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 11:04:10,39.74710316666667,30.475232166666668,820.8,13.35,1.68,4,11 saat 34 dakika,57.93,56.57,3270.9,3278.4,3275.9,49.1,13.0,9.0,9.0,29,890.4000000000001,49.125,32,1143,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 11:04:11,39.74710316666667,30.475232166666668,820.8,13.43,1.68,4,11 saat 28 dakika,57.93,56.57,3271.2000000000003,3278.7000000000003,3276.3,49.1,13.0,9.0,9.0,28,890.4000000000001,49.125,32,1143,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 11:04:12,39.747103333333335,30.47523233333333,820.8,13.43,1.68,6,11 saat 10 dakika,57.93,56.57,3271.7000000000003,3279.3,3276.8,49.2,13.0,9.0,9.0,28,890.4000000000001,49.125,32,1143,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:13,39.74710283333334,30.475232833333333,820.7,13.4,1.68,6,11 saat 10 dakika,57.93,56.57,3272.1000000000004,3279.5,3277.0,49.2,13.0,9.0,9.0,28,890.4000000000001,49.125,32,1143,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:14,39.7471025,30.47523333333333,820.6,13.4,1.68,4,11 saat 45 dakika,57.93,56.57,3272.1000000000004,3279.7000000000003,3277.2000000000003,49.2,13.0,8.0,9.0,28,890.4000000000001,49.0625,9,-19,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:15,39.74710233333333,30.475232666666667,820.5,13.42,1.68,7,False,57.93,56.57,3259.9,3267.5,3264.6000000000004,49.0,1.0,29.0,29.0,28,890.4000000000001,48.8125,33,113,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:16,39.74710216666666,30.475234333333333,820.4,13.42,1.68,7,False,57.92,56.56,3250.9,3259.3,3255.8,48.8,2.5,29.0,29.0,28,890.4000000000001,48.625,44,258,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:17,39.74710233333333,30.475240666666668,820.4,13.66,1.68,9,False,57.92,56.56,3241.6000000000004,3251.0,3247.1000000000004,48.7,4.5,29.0,29.0,28,890.4000000000001,48.5,55,410,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:18,39.7471035,30.475251666666665,820.4,13.66,1.68,9,False,57.92,56.56,3232.8,3242.5,3238.1000000000004,48.6,6.5,29.0,28.0,28,890.4000000000001,48.375,66,565,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:19,39.7471055,30.475267666666667,820.4,13.51,1.68,9,False,57.91,56.55,3238.9,3248.0,3244.2000000000003,48.7,7.5,20.0,20.0,28,890.4000000000001,48.5,47,666,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:20,39.74710866666667,30.475287,820.6,13.51,1.68,9,False,57.91,56.55,3235.0,3244.2000000000003,3240.3,48.6,8.5,22.0,22.0,28,890.4000000000001,48.375,57,732,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:21,39.74711233333333,30.4753095,820.7,13.58,1.68,7,False,57.9,56.54,3229.7000000000003,3239.1000000000004,3235.0,48.5,9.5,23.0,23.0,28,890.4000000000001,48.25,66,819,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:22,39.74711683333334,30.47533383333333,820.8,13.58,1.68,7,False,57.9,56.54,3221.5,3231.5,3227.1000000000004,48.400000000000006,10.5,24.0,24.0,29,890.4000000000001,48.1875,75,924,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:23,39.747121,30.475362,820.9,13.4,1.68,7,False,57.89,56.53,3216.9,3226.8,3222.0,48.3,12.0,24.0,24.0,28,890.4000000000001,48.125,81,1037,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:24,39.74712433333333,30.475393166666667,821.1,13.4,1.68,7,False,57.89,56.53,3210.2000000000003,3221.5,3216.8,48.3,13.0,24.0,23.0,28,890.4000000000001,47.875,88,1144,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:25,39.7471265,30.4754285,821.3,13.57,1.68,7,False,57.88,56.52,3233.7000000000003,3242.6000000000004,3238.4,48.6,13.5,14.0,14.0,28,890.4000000000001,48.375,51,1175,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:26,39.74712783333333,30.47546583333333,821.3,13.57,1.68,6,False,57.88,56.52,3223.9,3233.5,3229.2000000000003,48.400000000000006,13.5,17.0,17.0,29,890.4000000000001,48.25,62,1179,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:27,39.747128,30.475502666666667,821.5,13.48,1.68,6,False,57.870000000000005,56.51,3221.9,3231.7000000000003,3227.2000000000003,48.400000000000006,13.5,18.0,19.0,29,890.4000000000001,48.125,67,1194,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:28,39.74712783333333,30.475541,821.8,13.48,1.68,6,False,57.870000000000005,56.51,3214.5,3224.5,3219.9,48.3,14.0,20.0,20.0,29,890.4000000000001,48.0,76,1214,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:29,39.74712733333333,30.475580166666667,821.9,13.65,1.68,7,False,57.86,56.5,3212.6000000000004,3223.3,3219.0,48.3,14.5,20.0,20.0,28,890.4000000000001,48.0,78,1247,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:30,39.74712683333333,30.4756205,822.0,13.65,1.68,7,False,57.85,56.49,3210.1000000000004,3220.5,3215.8,48.2,15.0,21.0,21.0,28,890.4000000000001,47.9375,84,1285,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:31,39.74712683333333,30.475662,822.2,13.16,1.68,6,False,57.85,56.49,3205.7000000000003,3217.2000000000003,3212.6000000000004,48.2,15.0,21.0,21.0,29,890.4000000000001,47.875,86,1325,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 11:04:32,39.747127,30.4757045,822.2,13.16,1.68,6,False,57.84,56.48,3205.0,3214.8,3210.1000000000004,48.2,15.5,21.0,21.0,29,890.4000000000001,47.75,88,1365,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
