Time_Stamp,latitude,longitude,altitude,cabin_temperature,outdoor_temperature,slope,estimated_charging_time,PACK_Q_SOC_INTERNAL,PACK_Q_SOC_TRIMMED,CELL_V_MIN_VAL,CELL_V_MAX_VAL,CELL_V_AVG,PACK_V_SUM_OF_CELLS,vehicle_speed,Torque_Measured,Torque_Request,MotorTemperature,Odometer,DC_Link_Voltage,DC_Link_Current,Speed_Measured,right_indicator,left_indicator_st,brightness_st,charging_status,Charge_Voltage,Charge_Current,charging_plug_feedback,park_brake_st,R_position_selected,D_position_selected,CELL_T_MIN_ID_CMU,CELL_T_MAX_ID_CMU
2024-12-17 13:18:10,39.747478,30.47490683333333,818.0,24.65,3.65,0,13 saat 32 dakika,49.3,47.68,3268.0,3274.5,3272.8,49.1,19.5,14.0,14.0,45,901.2,49.0625,70,1694,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 13:18:11,39.74747716666667,30.474906333333333,817.9,25.4,3.65,0,13 saat 32 dakika,49.3,47.68,3268.1000000000004,3274.6000000000004,3273.0,49.1,19.5,14.0,14.0,45,901.2,49.0,70,1694,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 13:18:12,39.747481,30.474907,818.1,25.4,3.65,0,13 saat 39 dakika,49.3,47.68,3268.3,3274.9,3273.2000000000003,49.1,19.5,14.0,14.0,44,901.2,49.0625,70,1694,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 13:18:13,39.74748216666666,30.474907,818.1,25.05,3.65,0,13 saat 39 dakika,49.3,47.68,3268.5,3275.0,3273.4,49.1,19.5,14.0,14.0,45,901.2,49.0625,70,1694,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 13:18:14,39.747486,30.4749075,818.3,25.05,3.65,0,13 saat 19 dakika,49.3,47.68,3268.8,3275.2000000000003,3273.7000000000003,49.1,19.5,14.0,14.0,45,901.2,49.125,70,1694,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 13:18:15,39.74749033333333,30.47490833333333,818.6,24.65,3.65,0,13 saat 19 dakika,49.3,47.68,3269.1000000000004,3275.6000000000004,3273.9,49.1,19.5,14.0,14.0,44,901.2,49.125,70,1694,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 13:18:16,39.74749083333333,30.4749085,818.5,24.65,3.65,0,13 saat 25 dakika,49.3,47.68,3269.4,3275.8,3274.1000000000004,49.1,19.5,14.0,14.0,44,901.2,49.0625,70,1694,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 13:18:17,39.74749116666667,30.47490833333333,818.5,24.51,3.65,0,13 saat 13 dakika,49.3,47.68,3269.4,3275.9,3274.3,49.1,19.5,14.0,14.0,45,901.2,49.125,70,1694,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 13:18:18,39.74749066666666,30.474908,818.4,24.51,3.65,0,13 saat 39 dakika,49.3,47.68,3269.5,3276.0,3274.4,49.1,19.5,14.0,14.0,44,901.2,49.125,70,1694,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
2024-12-17 13:18:19,39.747490166666665,30.474907833333333,818.2,25.1,3.65,0,13 saat 32 dakika,49.3,47.68,3269.6000000000004,3276.1000000000004,3274.4,49.1,19.5,14.0,14.0,44,901.2,49.125,70,1694,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,ON,Not pressed,Pressed,0,0
