Time_Stamp,latitude,longitude,altitude,cabin_temperature,outdoor_temperature,slope,estimated_charging_time,PACK_Q_SOC_INTERNAL,PACK_Q_SOC_TRIMMED,CELL_V_MIN_VAL,CELL_V_MAX_VAL,CELL_V_AVG,PACK_V_SUM_OF_CELLS,vehicle_speed,Torque_Measured,Torque_Request,MotorTemperature,Odometer,DC_Link_Voltage,DC_Link_Current,Speed_Measured,right_indicator,left_indicator_st,brightness_st,charging_status,Charge_Voltage,Charge_Current,charging_plug_feedback,park_brake_st,R_position_selected,D_position_selected,CELL_T_MIN_ID_CMU,CELL_T_MAX_ID_CMU
2024-12-17 10:39:36,39.747084,30.47521283333333,826.8,13.51,3.51,4,10 saat 11 dakika,63.17,61.97,3255.0,3262.6000000000004,3260.1000000000004,48.900000000000006,13.0,-1.0,-1.0,9,884.3000000000001,48.875,1,1149,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 10:39:37,39.747081,30.475211666666667,827.7,13.5,3.51,4,10 saat 11 dakika,63.17,61.97,3255.9,3263.2000000000003,3260.8,48.900000000000006,13.0,-1.0,-1.0,9,884.3000000000001,48.875,1,1149,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 10:39:38,39.74708116666667,30.47521133333333,827.5,13.5,3.51,4,10 saat 16 dakika,63.17,61.97,3256.6000000000004,3264.0,3261.5,48.900000000000006,13.0,-1.0,-1.0,9,884.3000000000001,48.875,1,1149,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 10:39:39,39.747080833333335,30.475210666666666,827.6,13.41,3.47,4,10 saat 11 dakika,63.17,61.97,3257.2000000000003,3264.6000000000004,3262.2000000000003,48.900000000000006,13.0,-1.0,-1.0,9,884.3000000000001,48.875,1,1149,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 10:39:40,39.74707983333333,30.475210166666667,827.9,13.41,3.47,4,10 saat 11 dakika,63.17,61.97,3257.8,3265.2000000000003,3262.7000000000003,48.900000000000006,13.0,-1.0,-1.0,9,884.3000000000001,48.9375,1,1149,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 10:39:41,39.747079,30.47520983333333,828.3,13.14,3.42,4,10 saat 20 dakika,63.17,61.97,3258.3,3265.9,3263.4,49.0,13.0,-1.0,-1.0,9,884.3000000000001,48.9375,1,1149,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 10:39:42,39.7470775,30.4752095,828.8,13.14,3.42,4,10 saat 9 dakika,63.17,61.97,3259.0,3266.3,3263.9,49.0,13.0,-1.0,-1.0,9,884.3000000000001,48.875,1,1149,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 10:39:43,39.7470755,30.475209166666662,829.5,12.34,3.42,4,35 saat 39 dakika,63.16,61.96,3253.7000000000003,3261.2000000000003,3258.4,48.900000000000006,13.0,23.0,23.0,9,884.3000000000001,48.75,21,7,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 10:39:44,39.747076666666665,30.4752085,829.2,12.34,3.42,6,False,63.16,61.96,3246.4,3254.1000000000004,3251.1000000000004,48.8,1.5,27.0,27.0,9,884.3000000000001,48.625,32,139,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 10:39:45,39.747076,30.475210666666666,829.4,13.35,3.38,7,False,63.16,61.96,3228.9,3237.7000000000003,3234.1000000000004,48.5,3.5,34.0,34.0,9,884.3000000000001,48.375,58,310,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 10:39:46,39.747075333333335,30.4752175,829.6,13.35,3.38,9,False,63.16,61.96,3211.4,3220.9,3216.4,48.2,6.0,36.0,36.0,9,884.3000000000001,48.0625,80,520,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
2024-12-17 10:39:47,39.747075333333335,30.475231166666667,830.0,13.51,3.38,11,False,63.15,61.95,3167.6000000000004,3180.1000000000004,3173.7000000000003,47.6,9.0,48.0,48.0,9,884.4000000000001,47.0625,152,807,OFF,OFF,Night mode,OFF,54.8,35.0,OFF,OFF,Not pressed,Pressed,0,0
